Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1976","1976","tonnes","45129","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1977","1977","tonnes","47023","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1978","1978","tonnes","42094","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1979","1979","tonnes","39957","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1980","1980","tonnes","42850","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1981","1981","tonnes","43000","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1982","1982","tonnes","43000","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1983","1983","tonnes","46500","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1984","1984","tonnes","45101","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1985","1985","tonnes","43573","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1986","1986","tonnes","45471","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1987","1987","tonnes","41079","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1988","1988","tonnes","42253","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1989","1989","tonnes","40173","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1990","1990","tonnes","40621","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1991","1991","tonnes","41850","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1992","1992","tonnes","42655","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1993","1993","tonnes","43124","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1994","1994","tonnes","42518","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1995","1995","tonnes","40724","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1996","1996","tonnes","41561","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1997","1997","tonnes","41849","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1998","1998","tonnes","42417","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","1999","1999","tonnes","36835","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2000","2000","tonnes","37129","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2001","2001","tonnes","36936","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2002","2002","tonnes","33291","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2003","2003","tonnes","33185","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2004","2004","tonnes","32937","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2005","2005","tonnes","31208","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2006","2006","tonnes","33059","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2007","2007","tonnes","34667","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2008","2008","tonnes","33517","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2009","2009","tonnes","33518","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2010","2010","tonnes","33792","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2011","2011","tonnes","34975","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2012","2012","tonnes","35607","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2013","2013","tonnes","34686","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2014","2014","tonnes","34165","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2015","2015","tonnes","34535","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2016","2016","tonnes","35331","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2017","2017","tonnes","37349","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2018","2018","tonnes","37811","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2019","2019","tonnes","35860","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22241.01","Butter of cow milk","2020","2020","tonnes","37910","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2014","2014","tonnes","2353.37","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2015","2015","tonnes","2221.55","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2016","2016","tonnes","2311.21","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2017","2017","tonnes","1314.6","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2018","2018","tonnes","5226.83","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2019","2019","tonnes","4697.42","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22230.04","Buttermilk, dry","2020","2020","tonnes","4453.41","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1961","1961","tonnes","4500","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1962","1962","tonnes","3000","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1963","1963","tonnes","4200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1964","1964","tonnes","3000","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1965","1965","tonnes","2700","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1966","1966","tonnes","2700","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1967","1967","tonnes","2250","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1968","1968","tonnes","2250","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1969","1969","tonnes","1800","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1970","1970","tonnes","1800","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1971","1971","tonnes","1800","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1972","1972","tonnes","1500","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1973","1973","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1974","1974","tonnes","1350","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1975","1975","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1976","1976","tonnes","1350","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1977","1977","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1978","1978","tonnes","750","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1979","1979","tonnes","600","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1980","1980","tonnes","750","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1981","1981","tonnes","225","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1982","1982","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1983","1983","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1984","1984","tonnes","120","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1985","1985","tonnes","120","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1986","1986","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1987","1987","tonnes","120","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1988","1988","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1989","1989","tonnes","120","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1990","1990","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1991","1991","tonnes","150","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1992","1992","tonnes","300","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1993","1993","tonnes","300","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1994","1994","tonnes","450","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1995","1995","tonnes","1050","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1996","1996","tonnes","1125","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1997","1997","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1998","1998","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","1999","1999","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2000","2000","tonnes","1275","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2001","2001","tonnes","1350","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2002","2002","tonnes","1350","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2003","2003","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2004","2004","tonnes","1248.9","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2005","2005","tonnes","1433.25","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2006","2006","tonnes","1372.65","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2007","2007","tonnes","1806.45","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2008","2008","tonnes","1862.7","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2009","2009","tonnes","1967.25","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2010","2010","tonnes","1520","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2011","2011","tonnes","1596","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2012","2012","tonnes","1707","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2013","2013","tonnes","1519","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2014","2014","tonnes","1516","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2015","2015","tonnes","2263.27","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2016","2016","tonnes","2362.27","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2017","2017","tonnes","2532.87","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2018","2018","tonnes","2866.15","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","tonnes","1450","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22254","Cheese from milk of goats, fresh or processed","2020","2020","tonnes","1430","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1961","1961","tonnes","532","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1962","1962","tonnes","513","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1963","1963","tonnes","475","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1964","1964","tonnes","456","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1965","1965","tonnes","456","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1966","1966","tonnes","437","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1967","1967","tonnes","437","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1968","1968","tonnes","399","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1969","1969","tonnes","399","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1970","1970","tonnes","380","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1971","1971","tonnes","342","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1972","1972","tonnes","342","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1973","1973","tonnes","361","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1974","1974","tonnes","418","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1975","1975","tonnes","475","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1976","1976","tonnes","513","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1977","1977","tonnes","532","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1978","1978","tonnes","551","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1979","1979","tonnes","589","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1980","1980","tonnes","589","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1981","1981","tonnes","570","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1982","1982","tonnes","589","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1983","1983","tonnes","608","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1984","1984","tonnes","665","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1985","1985","tonnes","665","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1986","1986","tonnes","741","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1987","1987","tonnes","779","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1988","1988","tonnes","798","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1989","1989","tonnes","779","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1990","1990","tonnes","874","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1991","1991","tonnes","950","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1992","1992","tonnes","893","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1993","1993","tonnes","988","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1994","1994","tonnes","1026","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1995","1995","tonnes","1045","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1996","1996","tonnes","1197","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1997","1997","tonnes","1197","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1998","1998","tonnes","1387","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1999","1999","tonnes","1330","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2000","2000","tonnes","1330","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2001","2001","tonnes","1368","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2002","2002","tonnes","1254","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2003","2003","tonnes","1159","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2004","2004","tonnes","1122.33","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2005","2005","tonnes","1102.57","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2006","2006","tonnes","1137.72","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2007","2007","tonnes","1146.08","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2008","2008","tonnes","1043.29","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2009","2009","tonnes","1057.16","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2010","2010","tonnes","1366","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2011","2011","tonnes","1556","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2012","2012","tonnes","1543","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2013","2013","tonnes","1969","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2014","2014","tonnes","1423.4","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2015","2015","tonnes","1341.47","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2016","2016","tonnes","1364.16","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","tonnes","1518.02","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","tonnes","1607.14","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","tonnes","710","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","tonnes","760","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1961","1961","tonnes","9301","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1962","1962","tonnes","10278","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1963","1963","tonnes","10717","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1964","1964","tonnes","11926","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1965","1965","tonnes","12638","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1966","1966","tonnes","13183","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1967","1967","tonnes","13249","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1968","1968","tonnes","13858","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1969","1969","tonnes","14463","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1970","1970","tonnes","15150","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1971","1971","tonnes","16067","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1972","1972","tonnes","17626","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1973","1973","tonnes","17468","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1974","1974","tonnes","17977","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1975","1975","tonnes","18193","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1976","1976","tonnes","19065","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1977","1977","tonnes","19478","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22251.02","Cheese from skimmed cow milk","1978","1978","tonnes","19983","A","Official figure"
